target,attack,threat_model,auc,auc_lo,auc_hi,balanced_accuracy_optimistic,empirical_epsilon,n_eval,fpr_resolution_floor,tpr_at_fpr_0.001,tpr_at_fpr_0.01,tpr_at_fpr_0.1,tpr_at_fpr_0.01_lo,tpr_at_fpr_0.01_hi,seed,target_test_auc,theoretical_epsilon,bayes_ceiling
Non-private (overfit),confidence,label_agnostic,0.4946026388888889,0.4785305434027778,0.5083358454861111,0.5040833333333333,0.04466552865630184,5400,0.0003333333333333333,0.0,0.0,0.08,0.0,0.010833333333333334,1,0.7143081973973331,inf,0.7843875079444897
Non-private (overfit),neg_entropy,label_agnostic,0.4946026388888889,0.479178453125,0.5104868888888889,0.5040833333333333,0.04466552865630184,5400,0.0003333333333333333,0.0,0.0,0.08,0.0,0.011260416666666656,1,0.7143081973973331,inf,0.7843875079444897
Non-private (overfit),yeom_neg_loss,label_aware,0.5828131944444445,0.5681353923611112,0.5984139965277778,0.5691666666666666,2.473629997976611,5400,0.0003333333333333333,0.0020833333333333333,0.008333333333333333,0.11,0.004583333333333333,0.013760416666666657,1,0.7143081973973331,inf,0.7843875079444897
Non-private (overfit),modified_entropy,label_aware,0.5828147222222223,0.5688258333333334,0.5961832343750001,0.5691666666666666,2.473629997976611,5400,0.0003333333333333333,0.0,0.0,0.11,0.0,0.014166666666666666,1,0.7143081973973331,inf,0.7843875079444897
Non-private (overfit),class_calibrated_loss,label_aware,0.5867869444444445,0.5706360173611111,0.6030276979166667,0.5686666666666667,2.4572998938385266,5400,0.0003333333333333333,0.0,0.01,0.13333333333333333,0.005416666666666667,0.017520833333333315,1,0.7143081973973331,inf,0.7843875079444897
Non-private (overfit),learned_ensemble,label_aware,0.5792659722222222,0.5646813506944445,0.5947804427083333,0.5599166666666667,1.917844716374932,5400,0.0003333333333333333,0.0008333333333333334,0.01125,0.1275,0.005833333333333334,0.021666666666666667,1,0.7143081973973331,inf,0.7843875079444897
Non-private (overfit),lira,label_aware,0.5852518055555556,0.5693793298611112,0.6001349409722222,0.5610416666666667,1.0963293829839122,5400,0.0003333333333333333,0.0025,0.017916666666666668,0.14958333333333335,0.01125,0.030843749999999993,1,0.7143081973973331,inf,0.7843875079444897
Non-private (tuned),confidence,label_agnostic,0.5022686805555556,0.4875225625,0.5162741718749999,0.507125,1.7949273445752722e-05,5400,0.0003333333333333333,0.0004166666666666667,0.012083333333333333,0.11041666666666666,0.007489583333333333,0.019166666666666665,1,0.7777763763914166,inf,0.7843875079444897
Non-private (tuned),neg_entropy,label_agnostic,0.5022686805555556,0.48607513368055555,0.5169718663194444,0.507125,1.7949273445752722e-05,5400,0.0003333333333333333,0.0004166666666666667,0.012083333333333333,0.11041666666666666,0.006666666666666667,0.017916666666666668,1,0.7777763763914166,inf,0.7843875079444897
Non-private (tuned),yeom_neg_loss,label_aware,0.513177361111111,0.4979545659722222,0.5297825763888888,0.5121249999999999,0.13176212859852984,5400,0.0003333333333333333,0.0004166666666666667,0.0125,0.11166666666666666,0.007083333333333333,0.018333333333333333,1,0.7777763763914166,inf,0.7843875079444897
Non-private (tuned),modified_entropy,label_aware,0.513177361111111,0.49660491319444444,0.52858315625,0.5121249999999999,0.13176212859852984,5400,0.0003333333333333333,0.0004166666666666667,0.0125,0.11166666666666666,0.007083333333333333,0.018333333333333333,1,0.7777763763914166,inf,0.7843875079444897
Non-private (tuned),class_calibrated_loss,label_aware,0.512065,0.4971720590277778,0.526671329861111,0.5138333333333334,0.1433465115845061,5400,0.0003333333333333333,0.0025,0.00875,0.1075,0.005,0.017083333333333332,1,0.7777763763914166,inf,0.7843875079444897
Non-private (tuned),learned_ensemble,label_aware,0.5083943055555555,0.49321441145833333,0.5247618420138889,0.5090416666666667,0.0,5400,0.0003333333333333333,0.00125,0.012083333333333333,0.10125,0.006656250000000001,0.023343749999999993,1,0.7777763763914166,inf,0.7843875079444897
Non-private (tuned),lira,label_aware,0.5149844444444445,0.5001241319444445,0.5316907986111111,0.5183333333333333,0.0011877285642801713,5400,0.0003333333333333333,0.00125,0.017916666666666668,0.1125,0.009156250000000001,0.024166666666666666,1,0.7777763763914166,inf,0.7843875079444897
DP eps=8,confidence,label_agnostic,0.5088740972222222,0.49280486805555557,0.5248036163194444,0.511,0.0,5400,0.0003333333333333333,0.0016666666666666668,0.012916666666666667,0.10625,0.00625,0.020416666666666666,1,0.7768677296608726,7.994634344760099,0.7843875079444897
DP eps=8,neg_entropy,label_agnostic,0.5088740972222222,0.4932949913194444,0.5250554739583333,0.511,0.0,5400,0.0003333333333333333,0.0016666666666666668,0.012916666666666667,0.10625,0.005833333333333334,0.02,1,0.7768677296608726,7.994634344760099,0.7843875079444897
