seed,target,attack,fpr,tpr
2,Non-private (overfit),confidence,0.00031622776601683794,0.0003952847075210474
2,Non-private (overfit),confidence,0.00033838551534282334,0.0004229818941785292
2,Non-private (overfit),confidence,0.0003620958350245917,0.0004526197937807396
2,Non-private (overfit),confidence,0.0003874675120456132,0.0004843343900570165
2,Non-private (overfit),confidence,0.0004146169559796819,0.0005182711949746024
2,Non-private (overfit),confidence,0.0004436687330978611,0.0005545859163723263
2,Non-private (overfit),confidence,0.00047475613789974203,0.0005934451723746775
2,Non-private (overfit),confidence,0.0005080218046913023,0.0006350272558641279
2,Non-private (overfit),confidence,0.0005436183620153838,0.0006795229525192297
2,Non-private (overfit),confidence,0.0005817091329374358,0.0007271364161717948
2,Non-private (overfit),confidence,0.000622468884399544,0.00077808610549943
2,Non-private (overfit),confidence,0.0006660846290809161,0.0008326057863511452
2,Non-private (overfit),confidence,0.0007127564834438914,0.0008909456043048643
2,Non-private (overfit),confidence,0.0007626985859023443,0.0009533732323779305
2,Non-private (overfit),confidence,0.0008161400793251826,0.0010201750991564783
2,Non-private (overfit),confidence,0.0008733261623828437,0.0010916577029785547
2,Non-private (overfit),confidence,0.0009345192145605374,0.0011681490182006717
2,Non-private (overfit),confidence,0.001,0.00125
2,Non-private (overfit),confidence,0.0010700689556931745,0.00125
2,Non-private (overfit),confidence,0.0011450475699382812,0.00125
2,Non-private (overfit),confidence,0.0012252798573828651,0.00125
2,Non-private (overfit),confidence,0.0013111339374215643,0.00125
2,Non-private (overfit),confidence,0.0014030037231905735,0.00125
2,Non-private (overfit),confidence,0.0015013107289081743,0.00125
2,Non-private (overfit),confidence,0.0016065060038537287,0.00125
2,Non-private (overfit),confidence,0.0017190722018585747,0.0013810138379797697
2,Non-private (overfit),confidence,0.0018395257958039712,0.0016821478228432611
2,Non-private (overfit),confidence,0.0019684194472866113,0.0020043819515498614
2,Non-private (overfit),confidence,0.00210634454232412,0.002216264011238483
2,Non-private (overfit),confidence,0.002253933904734791,0.002400750714251822
2,Non-private (overfit),confidence,0.002411864699640997,0.002916666666666667
2,Non-private (overfit),confidence,0.0025808615404180743,0.002916666666666667
2,Non-private (overfit),confidence,0.002761699813343849,0.004166666666666667
2,Non-private (overfit),confidence,0.002955209235202888,0.004166666666666667
2,Non-private (overfit),confidence,0.0031622776601683794,0.005
2,Non-private (overfit),confidence,0.003383855153428233,0.00625
2,Non-private (overfit),confidence,0.0036209583502459165,0.00625
2,Non-private (overfit),confidence,0.0038746751204561283,0.00625
2,Non-private (overfit),confidence,0.004146169559796819,0.007083333333333333
