seed,target,attack,fpr,tpr
0,Non-private (overfit),confidence,0.00031622776601683794,0.0002781633126999964
0,Non-private (overfit),confidence,0.00033838551534282334,0.0002976539255330391
0,Non-private (overfit),confidence,0.0003620958350245917,0.0003185102252531131
0,Non-private (overfit),confidence,0.0003874675120456132,0.00034082790411419685
0,Non-private (overfit),confidence,0.0004146169559796819,0.00036470935942657206
0,Non-private (overfit),confidence,0.0004436687330978611,0.0003902641633731186
0,Non-private (overfit),confidence,0.00047475613789974203,0.00041760956574514354
0,Non-private (overfit),confidence,0.0005080218046913023,0.00044687103190438636
0,Non-private (overfit),confidence,0.0005436183620153838,0.00047818281843945803
0,Non-private (overfit),confidence,0.0005817091329374358,0.0005116885891579297
0,Non-private (overfit),confidence,0.000622468884399544,0.0005475420742403397
0,Non-private (overfit),confidence,0.0006660846290809161,0.0005859077755804356
0,Non-private (overfit),confidence,0.0007127564834438914,0.0006269617215478676
0,Non-private (overfit),confidence,0.0007626985859023443,0.0006708922746363215
0,Non-private (overfit),confidence,0.0008161400793251826,0.0007179009957027071
0,Non-private (overfit),confidence,0.0008733261623828437,0.0007682035687626868
0,Non-private (overfit),confidence,0.0009345192145605374,0.000822030790585658
0,Non-private (overfit),confidence,0.001,0.0008796296296296297
0,Non-private (overfit),confidence,0.0010700689556931745,0.0009412643591745518
0,Non-private (overfit),confidence,0.0011450475699382812,0.0010072177698531178
0,Non-private (overfit),confidence,0.0012252798573828651,0.0010777924671423352
0,Non-private (overfit),confidence,0.0013111339374215643,0.0011533122597689688
0,Non-private (overfit),confidence,0.0014030037231905735,0.0012341236453991158
0,Non-private (overfit),confidence,0.0015013107289081743,0.0013205974004284868
0,Non-private (overfit),confidence,0.0016065060038537287,0.001413130281167632
0,Non-private (overfit),confidence,0.0017190722018585747,0.0015121468442274501
0,Non-private (overfit),confidence,0.0018395257958039712,0.0016181013944571972
0,Non-private (overfit),confidence,0.0019684194472866113,0.0017314800693724825
0,Non-private (overfit),confidence,0.00210634454232412,0.0018528030696369577
0,Non-private (overfit),confidence,0.002253933904734791,0.0019826270458315294
0,Non-private (overfit),confidence,0.002411864699640997,0.0021215476524619886
0,Non-private (overfit),confidence,0.0025808615404180743,0.0022702022809233066
0,Non-private (overfit),confidence,0.002761699813343849,0.0024292729839598677
0,Non-private (overfit),confidence,0.002955209235202888,0.002599489605039578
0,Non-private (overfit),confidence,0.0031622776601683794,0.002781633126999964
0,Non-private (overfit),confidence,0.003383855153428233,0.0029765392553303908
0,Non-private (overfit),confidence,0.0036209583502459165,0.003185102252531131
0,Non-private (overfit),confidence,0.0038746751204561283,0.0034082790411419654
0,Non-private (overfit),confidence,0.004146169559796819,0.003647093594265721
0,Non-private (overfit),confidence,0.004436687330978612,0.0039026416337311865
0,Non-private (overfit),confidence,0.004747561378997425,0.00417609565745144
0,Non-private (overfit),confidence,0.005080218046913023,0.004468710319043863
0,Non-private (overfit),confidence,0.005436183620153837,0.00478182818439458
0,Non-private (overfit),confidence,0.005817091329374358,0.005116885891579297
0,Non-private (overfit),confidence,0.006224688843995439,0.0054754207424033965
0,Non-private (overfit),confidence,0.006660846290809154,0.0058590777558043495
0,Non-private (overfit),confidence,0.007127564834438914,0.006269617215478676
0,Non-private (overfit),confidence,0.007626985859023444,0.006708922746363215
0,Non-private (overfit),confidence,0.008161400793251826,0.0071790099570270705
0,Non-private (overfit),confidence,0.008733261623828438,0.007682035687626868
0,Non-private (overfit),confidence,0.009345192145605374,0.00899539212168346
0,Non-private (overfit),confidence,0.01,0.01
0,Non-private (overfit),confidence,0.010700689556931747,0.01
0,Non-private (overfit),confidence,0.011450475699382817,0.011959522581790375
0,Non-private (overfit),confidence,0.012252798573828645,0.0125
0,Non-private (overfit),confidence,0.013111339374215644,0.014445015102205777
0,Non-private (overfit),confidence,0.014030037231905735,0.017916666666666668
0,Non-private (overfit),confidence,0.015013107289081735,0.020416666666666666
0,Non-private (overfit),confidence,0.01606506003853728,0.0213313250481716
0,Non-private (overfit),confidence,0.017190722018585746,0.022916666666666665
0,Non-private (overfit),confidence,0.01839525795803971,0.02625
0,Non-private (overfit),confidence,0.019684194472866123,0.027916666666666666
0,Non-private (overfit),confidence,0.02106344542324121,0.029166666666666667
0,Non-private (overfit),confidence,0.022539339047347912,0.03
0,Non-private (overfit),confidence,0.024118646996409972,0.03208333333333333
0,Non-private (overfit),confidence,0.02580861540418074,0.034166666666666665
0,Non-private (overfit),confidence,0.02761699813343848,0.035416666666666666
0,Non-private (overfit),confidence,0.029552092352028863,0.037083333333333336
0,Non-private (overfit),confidence,0.03162277660168379,0.03958333333333333
0,Non-private (overfit),confidence,0.033838551534282335,0.04125
0,Non-private (overfit),confidence,0.03620958350245917,0.04416666666666667
0,Non-private (overfit),confidence,0.03874675120456132,0.04666666666666667
0,Non-private (overfit),confidence,0.04146169559796819,0.050416666666666665
0,Non-private (overfit),confidence,0.044366873309786115,0.055
0,Non-private (overfit),confidence,0.047475613789974204,0.058333333333333334
0,Non-private (overfit),confidence,0.05080218046913023,0.06125
0,Non-private (overfit),confidence,0.05436183620153837,0.06625
0,Non-private (overfit),confidence,0.058170913293743576,0.06875
0,Non-private (overfit),confidence,0.0622468884399544,0.07416666666666667
0,Non-private (overfit),confidence,0.06660846290809161,0.07791666666666666
0,Non-private (overfit),confidence,0.07127564834438914,0.08291666666666667
0,Non-private (overfit),confidence,0.07626985859023444,0.0875
0,Non-private (overfit),confidence,0.08161400793251826,0.09166666666666666
0,Non-private (overfit),confidence,0.08733261623828428,0.09916666666666667
0,Non-private (overfit),confidence,0.09345192145605374,0.105
0,Non-private (overfit),confidence,0.1,0.11625
0,Non-private (overfit),confidence,0.10700689556931746,0.12375
0,Non-private (overfit),confidence,0.11450475699382812,0.1325
0,Non-private (overfit),confidence,0.12252798573828651,0.13958333333333334
0,Non-private (overfit),confidence,0.13111339374215644,0.15125
0,Non-private (overfit),confidence,0.14030037231905734,0.16
0,Non-private (overfit),confidence,0.15013107289081729,0.17041666666666666
0,Non-private (overfit),confidence,0.16065060038537288,0.17958333333333334
0,Non-private (overfit),confidence,0.17190722018585747,0.19541666666666666
0,Non-private (overfit),confidence,0.18395257958039712,0.20833333333333334
0,Non-private (overfit),confidence,0.19684194472866112,0.22458333333333333
0,Non-private (overfit),confidence,0.210634454232412,0.23375
0,Non-private (overfit),confidence,0.22539339047347912,0.24208333333333334
0,Non-private (overfit),confidence,0.24118646996409973,0.2608333333333333
0,Non-private (overfit),confidence,0.2580861540418074,0.2708333333333333
0,Non-private (overfit),confidence,0.27616998133438464,0.28875
0,Non-private (overfit),confidence,0.2955209235202888,0.30666666666666664
0,Non-private (overfit),confidence,0.31622776601683794,0.3225
0,Non-private (overfit),confidence,0.33838551534282335,0.34208333333333335
0,Non-private (overfit),confidence,0.36209583502459164,0.36541666666666667
0,Non-private (overfit),confidence,0.3874675120456132,0.39416666666666667
0,Non-private (overfit),confidence,0.4146169559796819,0.41625
0,Non-private (overfit),confidence,0.44366873309786115,0.4533333333333333
0,Non-private (overfit),confidence,0.474756137899742,0.4845833333333333
0,Non-private (overfit),confidence,0.5080218046913023,0.5204166666666666
0,Non-private (overfit),confidence,0.5436183620153837,0.55875
0,Non-private (overfit),confidence,0.5817091329374358,0.59
0,Non-private (overfit),confidence,0.622468884399544,0.6229166666666667
0,Non-private (overfit),confidence,0.6660846290809154,0.6666666666666666
0,Non-private (overfit),confidence,0.7127564834438914,0.71625
0,Non-private (overfit),confidence,0.7626985859023444,0.7608333333333334
0,Non-private (overfit),confidence,0.8161400793251826,0.8125
0,Non-private (overfit),confidence,0.8733261623828429,0.87125
0,Non-private (overfit),confidence,0.9345192145605374,0.935
0,Non-private (overfit),confidence,1.0,1.0
0,Non-private (overfit),neg_entropy,0.00031622776601683794,0.0002781633126999964
0,Non-private (overfit),neg_entropy,0.00033838551534282334,0.0002976539255330391
0,Non-private (overfit),neg_entropy,0.0003620958350245917,0.0003185102252531131
0,Non-private (overfit),neg_entropy,0.0003874675120456132,0.00034082790411419685
0,Non-private (overfit),neg_entropy,0.0004146169559796819,0.00036470935942657206
0,Non-private (overfit),neg_entropy,0.0004436687330978611,0.0003902641633731186
0,Non-private (overfit),neg_entropy,0.00047475613789974203,0.00041760956574514354
0,Non-private (overfit),neg_entropy,0.0005080218046913023,0.00044687103190438636
0,Non-private (overfit),neg_entropy,0.0005436183620153838,0.00047818281843945803
0,Non-private (overfit),neg_entropy,0.0005817091329374358,0.0005116885891579297
0,Non-private (overfit),neg_entropy,0.000622468884399544,0.0005475420742403397
0,Non-private (overfit),neg_entropy,0.0006660846290809161,0.0005859077755804356
0,Non-private (overfit),neg_entropy,0.0007127564834438914,0.0006269617215478676
0,Non-private (overfit),neg_entropy,0.0007626985859023443,0.0006708922746363215
0,Non-private (overfit),neg_entropy,0.0008161400793251826,0.0007179009957027071
0,Non-private (overfit),neg_entropy,0.0008733261623828437,0.0007682035687626868
0,Non-private (overfit),neg_entropy,0.0009345192145605374,0.000822030790585658
0,Non-private (overfit),neg_entropy,0.001,0.0008796296296296297
0,Non-private (overfit),neg_entropy,0.0010700689556931745,0.0009412643591745518
0,Non-private (overfit),neg_entropy,0.0011450475699382812,0.0010072177698531178
0,Non-private (overfit),neg_entropy,0.0012252798573828651,0.0010777924671423352
0,Non-private (overfit),neg_entropy,0.0013111339374215643,0.0011533122597689688
0,Non-private (overfit),neg_entropy,0.0014030037231905735,0.0012341236453991158
0,Non-private (overfit),neg_entropy,0.0015013107289081743,0.0013205974004284868
0,Non-private (overfit),neg_entropy,0.0016065060038537287,0.001413130281167632
0,Non-private (overfit),neg_entropy,0.0017190722018585747,0.0015121468442274501
0,Non-private (overfit),neg_entropy,0.0018395257958039712,0.0016181013944571972
0,Non-private (overfit),neg_entropy,0.0019684194472866113,0.0017314800693724825
0,Non-private (overfit),neg_entropy,0.00210634454232412,0.0018528030696369577
0,Non-private (overfit),neg_entropy,0.002253933904734791,0.0019826270458315294
0,Non-private (overfit),neg_entropy,0.002411864699640997,0.0021215476524619886
0,Non-private (overfit),neg_entropy,0.0025808615404180743,0.0022702022809233066
0,Non-private (overfit),neg_entropy,0.002761699813343849,0.0024292729839598677
0,Non-private (overfit),neg_entropy,0.002955209235202888,0.002599489605039578
0,Non-private (overfit),neg_entropy,0.0031622776601683794,0.002781633126999964
0,Non-private (overfit),neg_entropy,0.003383855153428233,0.0029765392553303908
0,Non-private (overfit),neg_entropy,0.0036209583502459165,0.003185102252531131
0,Non-private (overfit),neg_entropy,0.0038746751204561283,0.0034082790411419654
0,Non-private (overfit),neg_entropy,0.004146169559796819,0.003647093594265721
0,Non-private (overfit),neg_entropy,0.004436687330978612,0.0039026416337311865
0,Non-private (overfit),neg_entropy,0.004747561378997425,0.00417609565745144
0,Non-private (overfit),neg_entropy,0.005080218046913023,0.004468710319043863
0,Non-private (overfit),neg_entropy,0.005436183620153837,0.00478182818439458
0,Non-private (overfit),neg_entropy,0.005817091329374358,0.005116885891579297
0,Non-private (overfit),neg_entropy,0.006224688843995439,0.0054754207424033965
0,Non-private (overfit),neg_entropy,0.006660846290809154,0.0058590777558043495
0,Non-private (overfit),neg_entropy,0.007127564834438914,0.006269617215478676
0,Non-private (overfit),neg_entropy,0.007626985859023444,0.006708922746363215
0,Non-private (overfit),neg_entropy,0.008161400793251826,0.0071790099570270705
0,Non-private (overfit),neg_entropy,0.008733261623828438,0.007682035687626868
0,Non-private (overfit),neg_entropy,0.009345192145605374,0.00899539212168346
0,Non-private (overfit),neg_entropy,0.01,0.01
0,Non-private (overfit),neg_entropy,0.010700689556931747,0.01
0,Non-private (overfit),neg_entropy,0.011450475699382817,0.011959522581790375
0,Non-private (overfit),neg_entropy,0.012252798573828645,0.0125
0,Non-private (overfit),neg_entropy,0.013111339374215644,0.014445015102205777
0,Non-private (overfit),neg_entropy,0.014030037231905735,0.017916666666666668
0,Non-private (overfit),neg_entropy,0.015013107289081735,0.020416666666666666
0,Non-private (overfit),neg_entropy,0.01606506003853728,0.0213313250481716
0,Non-private (overfit),neg_entropy,0.017190722018585746,0.022916666666666665
0,Non-private (overfit),neg_entropy,0.01839525795803971,0.02625
0,Non-private (overfit),neg_entropy,0.019684194472866123,0.027916666666666666
0,Non-private (overfit),neg_entropy,0.02106344542324121,0.029166666666666667
0,Non-private (overfit),neg_entropy,0.022539339047347912,0.03
0,Non-private (overfit),neg_entropy,0.024118646996409972,0.03208333333333333
0,Non-private (overfit),neg_entropy,0.02580861540418074,0.034166666666666665
0,Non-private (overfit),neg_entropy,0.02761699813343848,0.035416666666666666
0,Non-private (overfit),neg_entropy,0.029552092352028863,0.037083333333333336
0,Non-private (overfit),neg_entropy,0.03162277660168379,0.03958333333333333
0,Non-private (overfit),neg_entropy,0.033838551534282335,0.04125
0,Non-private (overfit),neg_entropy,0.03620958350245917,0.04416666666666667
0,Non-private (overfit),neg_entropy,0.03874675120456132,0.04666666666666667
0,Non-private (overfit),neg_entropy,0.04146169559796819,0.050416666666666665
0,Non-private (overfit),neg_entropy,0.044366873309786115,0.055
0,Non-private (overfit),neg_entropy,0.047475613789974204,0.058333333333333334
0,Non-private (overfit),neg_entropy,0.05080218046913023,0.06125
0,Non-private (overfit),neg_entropy,0.05436183620153837,0.06625
0,Non-private (overfit),neg_entropy,0.058170913293743576,0.06875
0,Non-private (overfit),neg_entropy,0.0622468884399544,0.07416666666666667
0,Non-private (overfit),neg_entropy,0.06660846290809161,0.07791666666666666
0,Non-private (overfit),neg_entropy,0.07127564834438914,0.08291666666666667
0,Non-private (overfit),neg_entropy,0.07626985859023444,0.0875
0,Non-private (overfit),neg_entropy,0.08161400793251826,0.09166666666666666
0,Non-private (overfit),neg_entropy,0.08733261623828428,0.09916666666666667
0,Non-private (overfit),neg_entropy,0.09345192145605374,0.105
